Day,Title,Activity Type,Category,Address,Description,Icon,Coordinates
Day 7,Siglufjörður Road Trip,Scenic Drive,Transport,"Siglufjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🛣️ Scenic Drive</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">The dramatic drive to this northernmost town passes through tunnels carved into massive mountains and along spectacular fjord coastlines. The road itself is considered one of Iceland's greatest engineering feats.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/roadtrip.png,"66.1517,-18.9090"
Day 7,Tröllaskagi Peninsula Drive,Scenic Drive,Highlighted,"Tröllaskagi Peninsula, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🛣️ Scenic Drive</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">One of Iceland's most dramatic mountain roads with steep switchbacks, narrow tunnels, and views across deep fjords. The name means 'Troll Peninsula' and the jagged peaks do resemble a line of trolls. Watch for wild horses and stop at the picturesque fishing villages along the way.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/roadtrip.png,"65.9000,-19.0000"
Day 7,Víti Crater Lake Swim,Hot Spring,Alternative,"Víti Crater, Askja, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Swim in this geothermally heated crater lake whose name means 'Hell' - the opaque blue water hovering around 22°C contrasts with the barren surrounding highlands. A 4x4 vehicle and significant hiking required.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.0500,-16.7300"
  Day 8,Akureyri Botanical Garden,Nature,Alternative,"Akureyri Botanical Garden, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌿 Nature</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">The world's northernmost botanical garden contains over 400 native Arctic plants and 7,000 foreign species. Located just south of the Arctic Circle, it demonstrates what careful cultivation can achieve in harsh climates.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/parks.png,"65.6735,-18.0931"
Day 8,Akureyri Church,Architecture,Cultural,"Akureyri Church, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Architecture</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This iconic Lutheran church stands at the center of Iceland's second city. The distinctive staircase creates an optical illusion making the church appear to float above the town. Beautiful stained glass windows inside.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/landmark.png,"65.6800,-18.0900"
Day 8,Glaumbær Turf Houses,Cultural,Historical,"Glaumbær Farm, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">One of Iceland's best-preserved turf farm complexes dating from the 18th and 19th centuries. Explore how Icelanders lived for centuries, with beds built into walls and turf providing excellent insulation.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"65.6129,-19.8396"
Day 8,Hjalteyri Whale Watching,Wildlife,Outdoor,"Hjalteyri, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e8f5e9; border: 1px solid #81c784; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This small village offers intimate whale watching tours in Eyjafjörður, Iceland's longest fjord. Humpbacks are common in summer, and the fjord setting creates calmer waters than ocean tours.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"65.8500,-18.1900"
Day 8,Hraunfossar Waterfalls,Natural Wonder,Highlighted,"Hraunfossar, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A series of beautiful waterfalls streaming over a distance of 900 meters out of a lava field. Rather than falling from a cliff, the water seeps through porous lava rock, creating a unique curtain of rivulets stretching along the Hvítá River.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"64.7013,-20.9777"
Day 8,Icelandic Horse Farm Visit,Horseback Riding,Cultural,"Lýtingsstaðir, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🐎 Horseback Riding</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Experience the unique Icelandic horse with its special fifth gait called 'tölt'. These small, sturdy horses have been bred in isolation since the Viking age, making them one of the purest horse breeds in the world.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/horsebackriding.png,"65.4950,-19.3500"
Day 8,Laugarbakki Hotel,Lodging,Booked,"Hotel Laugarbakki, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Modern hotel in northwest Iceland with comfortable rooms and an on-site restaurant serving local cuisine. Located near the Icelandic Seal Center and the Vatnsnes Peninsula, making it an ideal base for exploring the region.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"65.2830,-21.1887"
Day 8,Fosslaug Hot Spring,Hot Spring,Hidden Gem,"Fosslaug, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A natural hot spring right next to a waterfall, allowing you to adjust the temperature by moving closer to or farther from the cold river water. This hidden gem requires a short hike but rewards with stunning views and often solitude.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.4807,-19.5887"
Day 8,Grábrók Crater,Hiking,Geological,"Grábrók Crater, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">An <strong>easy</strong> 30-minute hike up a volcanic crater right off the Ring Road. Wooden steps lead to the rim where you'll enjoy 360° views of the surrounding lava fields and mountains. Perfect short stop to break up a driving day.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.8004,-21.5292"
Day 9,Arnastapi Coastal Walk,Hiking,Nature,"Arnastapi, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This <strong>easy</strong> coastal trail between Arnastapi and Hellnar villages offers stunning views of basalt columns, natural arches, and bird cliffs. Watch for nesting kittiwakes and fulmars in the cliffs, and keep an eye out for the half-man, half-troll stone statue of Bárður.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.7651,-23.6231"
Day 9,Bjarnarhöfn Shark Museum,Cultural,Culinary,"Bjarnarhöfn, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Learn about the traditional fermentation process of hákarl (fermented shark), Iceland's notorious national dish. The museum includes a tasting - a true Viking culinary challenge that most visitors find memorable if not entirely pleasant.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.9897,-23.0385"
Day 9,Budir Black Church,Photography,Architecture,"Búðakirkja, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📸 Photography</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This striking black wooden church stands in stark contrast to its surrounding lava fields and mountains. Built in 1848, the isolated church against the dramatic Snæfellsnes landscape makes for one of Iceland's most iconic photo opportunities.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/camera.png,"64.8254,-23.3834"
Day 9,Dritvík Cove,Hidden Gem,Historical,"Dritvík, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Once Iceland's largest fishing station, this now-abandoned cove features the famous Lifting Stones, used historically to test fishermen's strength. Four stones of different weights remain for visitors to test their own strength against the ancient fishermen.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.7511,-23.8690"
Day 9,Eldborg Crater Hike,Hiking,Geological,"Eldborg, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This <strong>moderate</strong> 6 km roundtrip hike leads to a perfectly formed crater rising 60 meters from the surrounding lava field. The classic conical shape with its red rim makes it look like a fortress (which is what 'eldborg' means in Icelandic).</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.7800,-22.2788"
Day 9,Fosshotel Stykkishólmur,Lodging,Booked,"Fosshotel Stykkishólmur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Modern hotel located in the heart of the charming fishing town of Stykkishólmur. The rooms offer views of the town, harbor, or Breiðafjörður Bay, and the hotel restaurant features fresh local seafood and Icelandic specialties.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"65.0769,-22.7252"
Day 9,Kirkjufell Mountain,Photography,Highlighted,"Kirkjufell, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📸 Photography</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Iceland's most photographed mountain, featured in Game of Thrones as 'Arrowhead Mountain.' The classic shot includes Kirkjufellsfoss waterfall in the foreground with the distinctively shaped 463m mountain behind. Best photographed in late evening light or under northern lights.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/camera.png,"64.9419,-23.3069"
Day 9,Langaholt Beach Dinner,Dining,Culinary,"Langaholt Restaurant, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍽️ Dining</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Enjoy dinner at this family-run restaurant on a golden beach with a magnificent mountain backdrop. Known for some of the best seafood soup on the peninsula and freshly caught fish. Try their renowned homemade cakes for dessert.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/dining.png,"64.7903,-23.2370"
Day 9,Lóndrangar Basalt Cliffs,Viewpoint,Nature,"Lóndrangar, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🔭 Viewpoint</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">These dramatic basalt pinnacles rise up to 75 meters from the ocean and are home to thousands of seabirds. According to local folklore, the cliffs are actually trolls who were caught by daylight while trying to capture a ship.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/scenic.png,"64.7418,-23.7739"
Day 9,Rauðfeldsgjá Gorge,Hiking,Adventure,"Rauðfeldsgjá, Snæfellsnes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A <strong>moderate</strong> hike through a dramatic moss-covered ravine that slices deep into the mountain. The further you venture inside, the more challenging it becomes, eventually requiring wading through a small stream to reach the rewarding open chamber with light streaming down.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.7788,-23.7702"
Day 9,Snæfellsjökull National Park,Natural Wonder,Highlighted,"Snæfellsjökull National Park, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Dominated by the 700,000-year-old glacier-capped Snæfellsjökull volcano, this park was the setting for Jules Verne's 'Journey to the Center of the Earth.' The diverse landscape features lava fields, caves, black and golden beaches, waterfalls, and jagged cliffs all in one compact area.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"64.8084,-23.7759"
Day 9,Snæfellsjökull Glacier Snowcat Tour,Ice Adventure,Highlighted,"Snæfellsjökull Glacier, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">❄️ Ice Adventure</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Journey to the top of the famous glacier-capped volcano on a specialized snowcat vehicle. The glacier offers spectacular panoramic views across the peninsula and out to sea, and is believed by some to be one of the world's major energy centers.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/snowflake_simple.png,"64.8084,-23.7759"
Day 9,Stykkishólmur Harbor Stroll,Cultural,Nature,"Stykkishólmur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Explore this charming fishing town with its colorful Norwegian-style houses and bustling harbor. Visit the futuristic church, climb the basalt island Súgandisey for harbor views, and stop at the Library of Water art installation featuring melted glacier samples.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"65.0769,-22.7252"
Day 9,Viking Sushi Boat Tour,Wildlife,Culinary,"Stykkishólmur Harbor, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A boat tour around the countless islands of Breiðafjörður Bay with stunning birdlife including puffins and white-tailed eagles. The boat crew pulls up shellfish traps during the journey and serves the catch as 'Viking sushi' - scallops and sea urchins eaten raw moments after harvesting.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"65.0769,-22.7252"
Day 10,Glymur Waterfall Hike,Hiking,Highlighted,"Glymur Waterfall, Hvalfjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A <strong>challenging</strong> 3-4 hour round trip hike to what was long considered Iceland's tallest waterfall (196m). The trail involves crossing a river on a log with a cable handrail, traversing steep terrain, and navigating through a cave, but rewards with spectacular gorge views.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.3915,-21.2673"
Day 10,Guðlaug Hot Pools,Hot Spring,Wellness,"Guðlaug, Akranes, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">These architecturally stunning double-tiered public hot pools are built right into the coastline. The upper pool feeds into the lower one, creating two different temperatures. Enjoy ocean views and sunset colors while soaking in the geothermal waters.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"64.3135,-22.0753"
Day 10,Hótel Húsafell,Lodging,Booked,"Hótel Húsafell, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This upscale hotel is set amidst a picturesque landscape of lava fields, glaciers, and forests. The eco-friendly design features geothermal energy and artworks by renowned Icelandic artist Páll Guðmundsson. Enjoy the outdoor geothermal pools and on-site restaurant serving farm-to-table cuisine.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"64.6991,-20.8731"
Day 10,Húsafell Hiking Trails,Hiking,Nature,"Húsafell, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Explore the network of well-marked <strong>easy to moderate</strong> hiking trails through this unusually lush area of Iceland. Routes feature birch woodlands, lava formations, crystal clear streams, and dramatic ravines with opportunities to spot Arctic foxes and rich birdlife.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.6991,-20.8731"
Day 10,Into The Glacier Tour,Ice Adventure,Premium Experience,"Langjökull Glacier, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">❄️ Ice Adventure</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Experience the world's largest man-made ice tunnel, dug 300 meters into Langjökull glacier. The tour begins with a monster truck ride across the glacier surface before descending into chambers and corridors cut directly into the blue ice, revealing the glacier's inner structure and history.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/snowflake_simple.png,"64.6665,-20.1521"
Day 10,Krauma Geothermal Baths,Hot Spring,Wellness,"Krauma, Reykholt, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">These modern thermal baths use water from Europe's most powerful hot spring, Deildartunguhver, mixed with glacial water to achieve the perfect temperature. Facilities include five hot pools, a cold plunge pool, steam rooms, and a relaxation room with fireplace.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"64.6662,-21.2883"
Day 10,Reykjavík Whale Watching,Wildlife,Nature,"Reykjavík Harbor, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Join a 3-hour boat tour from Reykjavík harbor to spot minke whales, harbor porpoises, and white-beaked dolphins in Faxaflói Bay. The operators offer warm overalls to keep you comfortable and have a high sighting success rate from April to October.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"64.1505,-21.9327"
Day 10,The Settlement Exhibition,Cultural,Indoor,"Aðalstræti 16, Reykjavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This underground museum is built around the archaeological remains of a Viking longhouse from around 871 AD. Interactive displays show what life was like during the settlement era of Iceland using cutting-edge technology.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.1465,-21.9422"
Day 10,Þingvellir Silfra Snorkeling,Outdoor Recreation,Highlighted,"Silfra Fissure, Þingvellir, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏞️ Outdoor Recreation</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Snorkel between the North American and Eurasian tectonic plates in crystal-clear glacial water with over 100 meters of visibility. The water remains a constant 2-4°C year-round, but dry suits keep you comfortable while floating through this otherworldly underwater landscape.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/trail.png,"64.2559,-21.1299"
Day 11,Blue Lagoon Premium Experience,Premium Experience,Highlighted,"Blue Lagoon, Grindavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">⭐ Premium Experience</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Upgrade to the Premium package at the Blue Lagoon for your final day, which includes a private changing room, additional skincare products, reserved table at Lava Restaurant, sparkling wine, and a second mask treatment of your choice. The perfect relaxing end to your Icelandic adventure.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"63.8804,-22.4495"
Day 11,Car Return,Transportation,Booked,"Blue Car Rental, Keflavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🚌 Transportation</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Return your 4WD Suzuki Vitara to Blue Car Rental near Keflavík Airport. Allow at least 30 minutes for the rental return process before heading to your flight check-in.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/bus.png,"63.9985,-22.6221"
Day 11,Departure from Keflavík,Departure,Transportation,"Keflavík International Airport, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #f3e5f5; border: 1px solid #ba68c8; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🛫 Departure</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Depart from Keflavík International Airport. Remember to arrive at least 2 hours before your international flight and allow time for tax-free shopping of Icelandic souvenirs and products.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/airports.png,"63.9998,-22.6219"
Day 11,Garður Lighthouse,Hidden Gem,Alternative,"Garðskagi Lighthouses, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit the northern tip of Reykjanes Peninsula where two lighthouses stand on a beautiful beach. The older lighthouse can be climbed for panoramic views, and the area is excellent for birdwatching and seal spotting. A perfect low-key activity before your flight.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.0823,-22.7127"
Day 11,Gunnuhver Hot Springs,Geological,Nature,"Gunnuhver, Reykjanes Peninsula, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌋 Geological</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Experience the raw power of Iceland's geothermal energy at these boiling mud pools and steam vents named after a female ghost supposedly trapped here by a priest. Wooden boardwalks provide safe viewing of the violently boiling gray mud and steam clouds.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/volcano.png,"63.8213,-22.6791"
Day 11,Kef Restaurant,Dining,Alternative,"Kef Restaurant, Keflavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍽️ Dining</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Enjoy a final Icelandic meal at this excellent restaurant in Keflavík before your flight. Known for fresh seafood and modern Icelandic cuisine, it's a more upscale alternative to airport dining for your last taste of Iceland.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/dining.png,"63.9846,-22.6043"
Day 11,Kleifarvatn Lake,Scenic Drive,Alternative,"Kleifarvatn, Reykjanes Peninsula, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🛣️ Scenic Drive</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Iceland's third-largest lake sits in a fissure zone on the Mid-Atlantic Ridge. The barren lunar-like landscape surrounding the deep blue water creates a stark, otherworldly beauty. Look for steaming vents along the eastern shore where the water meets geothermal areas.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/roadtrip.png,"63.9000,-22.0500"
